,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
34,0.0030008,0.0024121,0.0021109,0.0018998,0.0017639,0.0017103,0.0017138,0.0017609,0.0018475,0.0019794,0.0021781,0.0024939,0.0029951,0.003739199999999999,0.004693600000000001,0.0057063,0.0066119,0.0072455,0.007599,0.007732800000000001,0.0081781,0.0087569,0.0092295,0.0094759,0.009654600000000001,0.009648899999999998,0.009667,0.0096488,0.0087752,0.009040399999999999,0.009603700000000001,-0.005438800000000001,-0.0037349,-0.0024583,-0.001634,-0.0010093,-0.00053705,-0.00017365,0.00012451,0.00040113,0.00069376,0.0010381,0.0014538,0.0019198,0.0023513,0.0026237,0.0025897,0.0022815,0.0018399,0.0014443,0.0013585,0.001489,0.0013514,0.0010457,0.00069458,0.00039087,0.00013322,-8.8228e-05,-0.00023706,-0.00040997,-0.00051833,-0.00063337
35,0.0027295,0.0024193,0.0021075,0.0018908,0.0017571,0.0016999,0.0017015,0.0017459,0.0018275,0.0019527,0.0021409,0.0024466,0.0029288,0.0036469,0.0045865,0.0056284,0.0065208,0.007172399999999999,0.0075581,0.0077238,0.0081518,0.008757299999999999,0.0091816,0.0094646,0.009605500000000001,0.0096781,0.0096443,0.009415600000000001,0.0090319,0.0090542,0.008965100000000002,-0.005339,-0.0035973,-0.0024559,-0.0016373,-0.0010137,-0.0005423,-0.00018134,0.00011519,0.00038924,0.00067666,0.0010154,0.001428,0.001889,0.0023212,0.0025778,0.0025664,0.0022747,0.0018532,0.0014531,0.0013808,0.0015058,0.0013776,0.0010378,0.00070314,0.0003971,0.00013779,-9.7239e-05,-0.00038745,-0.00041178,-0.00051632,-0.0005879
36,0.0026389,0.0023891,0.0020966,0.0018726,0.0017423,0.0016821,0.0016818,0.0017225,0.0017987,0.0019201,0.002105,0.0024007,0.0028741,0.0035845,0.0045264,0.005536600000000001,0.0064705,0.007153699999999999,0.0075324,0.007679000000000001,0.008117300000000001,0.0087295,0.0091588,0.009401999999999999,0.00952,0.0094635,0.009495100000000001,0.0094408,0.009321,0.009039299999999998,0.0089988,-0.005490999999999999,-0.0037694,-0.0024671,-0.0016412,-0.0010197,-0.00055147,-0.00019021,0.00010306,0.00037251,0.00065638,0.00099038,0.0014,0.0018575,0.0023027,0.0025915,0.002598800000000001,0.0023279,0.0019025,0.0014849,0.0013923,0.0015296,0.0013971,0.001069,0.0007052,0.0003939,0.00012037,-8.123100000000001e-05,-0.00027015,-0.00039778,-0.00050768,-0.00061884
37,0.0028487,0.0024332,0.0019755,0.0017537,0.0016139,0.0015489,0.0015383,0.0015682,0.0016262,0.0017161,0.0018544,0.0020706,0.0024229,0.0029792,0.0038025,0.0049478,0.006277399999999999,0.007577500000000001,0.008606200000000001,0.0089317,0.00966,0.011039,0.012373,0.013373,0.013857,0.013993,0.013956,0.013902,0.014074,0.014016,0.015161,-0.0053855,-0.0036889,-0.0024826,-0.0016675,-0.0010614,-0.00059774,-0.00025277,2.4606e-05,0.00027356,0.00053209,0.00084137,0.0012297,0.0017108,0.0022852,0.0028936,0.0033472,0.0035232,0.0033213,0.0028315,0.002567,0.0030206,0.0031702,0.0027393,0.0019962,0.0011875,0.00056975,6.8926e-05,-0.00029991,-0.00053882,-0.00068731,-0.00094661
38,0.0027776,0.0022323,0.0020807,0.0018601,0.0017201,0.0016585,0.0016581,0.0016979,0.001771,0.0018804,0.0020437,0.0022999,0.0027104,0.0033479,0.004289100000000001,0.005500100000000001,0.0068304,0.007993,0.0087705,0.0089986,0.0097021,0.010942,0.011992,0.012715,0.013138,0.013333,0.013381,0.01338,0.0132,0.013194,0.013512,-0.0052605,-0.0035436,-0.0024495,-0.001649,-0.0010278,-0.00055899,-0.00020191,8.986700000000001e-05,0.0003573,0.00064039,0.000977,0.001402,0.0019143,0.0025087,0.0030536,0.0034354,0.0034327,0.0030499,0.0024905,0.0023474,0.0027904,0.002908,0.0023935,0.0017171,0.0010817,0.00054867,0.00010209,-0.00024667,-0.00051011,-0.00074788,-0.00094979
39,0.0026199,0.0023137,0.0020638,0.0018385,0.0017007,0.0016382,0.0016349,0.001672,0.0017435,0.0018521,0.0020116,0.0022611,0.0026627,0.0032826,0.004194300000000001,0.0054147,0.006772100000000001,0.0079848,0.0088475,0.009112700000000001,0.009808200000000001,0.011034,0.012149,0.012991,0.013351,0.013459,0.013543,0.013549,0.012819,0.013367,0.012745,-0.005219,-0.00371,-0.0024694,-0.0016409,-0.0010268,-0.00056098,-0.00020729,8.078e-05,0.00034446,0.0006229,0.00095637,0.001372,0.0018986,0.0024851,0.0030759,0.0034469,0.0034882,0.0031328,0.002625,0.0024604,0.0029318,0.0029918,0.0025257,0.0018298,0.0011099,0.00054734,0.0001025,-0.00026663,-0.00054808,-0.00073877,-0.00071304
40,0.0028137,0.0023202,0.002001,0.0017762,0.0016331,0.0015632,0.0015531,0.0015815,0.0016403,0.001732,0.0018695,0.0020858,0.0024343,0.0029891,0.0038108,0.0049779,0.0063589,0.0077305,0.008807299999999999,0.009171200000000001,0.009888899999999999,0.011254,0.012553,0.013437,0.013889,0.014102,0.014292,0.014051,0.013701,0.013643,0.013649,-0.0051628,-0.0036581,-0.0024586,-0.001665,-0.0010521,-0.0005925,-0.00024454,3.3188e-05,0.00028454,0.00054726,0.00085922,0.0012536,0.0017511,0.0023503,0.002981699999999999,0.0034902,0.0037188,0.0035306,0.003002,0.002732800000000001,0.0031926,0.0033172,0.0028367,0.0020471,0.0012416,0.00060935,0.00014422,-0.00023922,-0.00051976,-0.00067122,-0.00078825
41,0.0028081,0.0023809,0.0020759,0.0018712,0.0017329,0.0016742,0.0016768,0.0017221,0.0018046,0.0019278,0.0021207,0.0024311,0.002933,0.0036591,0.0045522,0.005447100000000001,0.0061631,0.0066683,0.0069538,0.007079899999999999,0.007422499999999999,0.0077937,0.008033499999999999,0.0081544,0.008238299999999999,0.008214299999999999,0.0081929,0.0080846,0.0079518,0.007830199999999999,0.0089933,-0.0053832,-0.0036685,-0.0024546,-0.0016449,-0.0010217,-0.0005508,-0.00019143,0.00010183,0.00037241,0.00065294,0.00098385,0.0013713,0.001793,0.0021456,0.0022942,0.0021727,0.0018535,0.0014666,0.0011193,0.0010308,0.0010677,0.00091035,0.00065798,0.00042084,0.00021795,3.6255e-05,-0.00012172,-0.00025653,-0.00035704,-0.00042952,-0.0018942
42,0.0027356,0.0022985,0.0020544,0.0018341,0.0016904,0.0016288,0.0016269,0.0016663,0.0017416,0.0018579,0.0020383,0.0023329,0.0028099,0.0034932,0.004342800000000001,0.0052067,0.0059277,0.006427800000000001,0.0067304,0.006847,0.0071549,0.007528399999999999,0.0078057,0.0079402,0.008020600000000001,0.008010300000000001,0.0079384,0.0078373,0.007711399999999999,0.0077831,0.007648899999999999,-0.0056235,-0.0037146,-0.0024797,-0.0016589,-0.0010363,-0.00056999,-0.00021376,7.5517e-05,0.00033805,0.00061219,0.00093116,0.0013106,0.0017213,0.0020757,0.0022159,0.0021082,0.0018258,0.0014503,0.0011002,0.00099909,0.0010301,0.00087831,0.000644,0.00039384,0.0001825,5.0966e-06,-0.00015987,-0.00026688,-0.00036135,-0.00041902,-0.00050217
43,0.0029644,0.002376,0.0019999,0.0017818,0.0016386,0.0015711,0.0015647,0.0015978,0.0016614,0.0017632,0.0019214,0.002181,0.0026093,0.0032689,0.0041297,0.0050372,0.005891899999999999,0.0065659,0.0070193,0.007235500000000001,0.0076372,0.008123100000000001,0.0084913,0.0086837,0.008749700000000001,0.0088015,0.0088036,0.008695999999999999,0.0086131,0.0084788,0.0083109,-0.0055006,-0.003636400000000001,-0.00247,-0.0016627,-0.001048,-0.00058646,-0.00023673,4.261600000000001e-05,0.00029533,0.00055969,0.00087116,0.0012537,0.0016892,0.0021092,0.0023764,0.0023709,0.0021802,0.0018407,0.0014609,0.0012985,0.0013126,0.0011347,0.00084323,0.00054916,0.00030117,9.6285e-05,-7.4891e-05,-0.00021034,-0.00033811,-0.00042792,-0.00050492
44,0.0027694,0.0021152,0.0020455,0.00183,0.0016836,0.0016177,0.0016137,0.0016506,0.0017226,0.0018356,0.0020145,0.002307,0.0027962,0.0034992,0.0043784,0.0052489,0.005989199999999999,0.0065188,0.006823699999999999,0.006939,0.0072756,0.007682899999999999,0.0079302,0.0080822,0.008145999999999999,0.0081709,0.0081318,0.0079458,0.0078321,0.0081896,0.0081577,-0.005373699999999999,-0.0037463,-0.0024762,-0.0016557,-0.0010453,-0.00057584,-0.00022043,6.5953e-05,0.00032655,0.00059962,0.00091783,0.0013028,0.0017255,0.0020974,0.0022531,0.0021545,0.0018774,0.0015018,0.0011385,0.0010352,0.0010686,0.00092241,0.00065832,0.00041313,0.00020849,3.3735e-05,-0.00012229,-0.00024383,-0.00032883,-0.00040551,-0.00048917
